,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant,Structure
0,True,mp-1143546,LiS4,Triclinic,P1,1,10,0.21230688803125103,-0.24543709558333202,False,1912.1291026200447,0.234823623937765,2.2075,False,False,NM,0.0,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   12.58265738
_cell_length_b   11.77495974
_cell_length_c   13.06503333
_cell_angle_alpha   86.59073602
_cell_angle_beta   95.84073235
_cell_angle_gamma   96.19317079
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiS4
_chemical_formula_sum   'Li2 S8'
_cell_volume   1912.12910262
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.66508951  0.63205283  0.56831852  1
  Li  Li1  1  0.52361213  0.51764479  0.43744715  1
  S  S2  1  0.70872023  0.47654901  0.48170818  1
  S  S3  1  0.65735162  0.42010276  0.62112892  1
  S  S4  1  0.53796988  0.28808586  0.59970938  1
  S  S5  1  0.40654778  0.34348314  0.51266244  1
  S  S6  1  0.31627087  0.42032417  0.61048946  1
  S  S7  1  0.29371552  0.58101181  0.54813710  1
  S  S8  1  0.41886603  0.69623061  0.59252901  1
  S  S9  1  0.52185643  0.71111702  0.47787185  1
"
1,True,mp-1232999,LiO8,Triclinic,P1,1,9,0.016817863333333002,-0.410251224814815,False,112.83184242189002,1.985847494723534,0.152099999999999,False,False,FM,1.0000221,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62593833
_cell_length_b   5.27028813
_cell_length_c   6.05959243
_cell_angle_alpha   61.11996665
_cell_angle_beta   62.15496861
_cell_angle_gamma   69.35234031
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiO8
_chemical_formula_sum   'Li1 O8'
_cell_volume   112.83184242
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.33578200  0.72215400  0.42770600  1
  O  O1  1  0.80757100  0.35393200  0.81731300  1
  O  O2  1  0.11517800  0.32416500  0.72889500  1
  O  O3  1  0.11708900  0.67506300  0.22802600  1
  O  O4  1  0.80203800  0.71989700  0.31910600  1
  O  O5  1  0.78536000  0.16263400  0.24349300  1
  O  O6  1  0.12724100  0.89479500  0.73549300  1
  O  O7  1  0.09306500  0.12708200  0.16326400  1
  O  O8  1  0.81667700  0.94884900  0.82479800  1
"
2,True,mp-1236127,LiO8,Triclinic,P1,1,9,0.015707888888889,-0.411361199259259,False,117.77124156851406,1.902559815234679,0.08889999999999901,False,False,FM,1.0000543,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.47701927
_cell_length_b   5.52679381
_cell_length_c   5.52637534
_cell_angle_alpha   70.19354205
_cell_angle_beta   69.90760857
_cell_angle_gamma   71.71516408
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiO8
_chemical_formula_sum   'Li1 O8'
_cell_volume   117.77124157
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.54844000  0.96714600  0.57251700  1
  O  O1  1  0.84451800  0.25980900  0.80140700  1
  O  O2  1  0.14603300  0.22905400  0.73797500  1
  O  O3  1  0.17721400  0.73046600  0.23997100  1
  O  O4  1  0.87573000  0.75184600  0.31253300  1
  O  O5  1  0.83638100  0.18942300  0.22742900  1
  O  O6  1  0.16220200  0.81427800  0.73414600  1
  O  O7  1  0.14044100  0.13537900  0.16395900  1
  O  O8  1  0.85237400  0.88688500  0.80530100  1
"
3,True,mp-1546006,LiS4,Triclinic,P1,1,10,0.21230688803125103,-0.24543709558333202,False,1912.1291026200445,0.234823623609684,2.2075,False,False,NM,0.0,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   12.58265738
_cell_length_b   11.77495974
_cell_length_c   13.06503333
_cell_angle_alpha   86.59073602
_cell_angle_beta   95.84073235
_cell_angle_gamma   96.19317079
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiS4
_chemical_formula_sum   'Li2 S8'
_cell_volume   1912.12910262
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.66508951  0.63205283  0.56831852  1
  Li  Li1  1  0.52361213  0.51764479  0.43744715  1
  S  S2  1  0.70872023  0.47654901  0.48170818  1
  S  S3  1  0.65735162  0.42010276  0.62112892  1
  S  S4  1  0.53796988  0.28808586  0.59970938  1
  S  S5  1  0.40654778  0.34348314  0.51266244  1
  S  S6  1  0.31627087  0.42032417  0.61048946  1
  S  S7  1  0.29371552  0.58101181  0.54813710  1
  S  S8  1  0.41886603  0.69623061  0.59252901  1
  S  S9  1  0.52185643  0.71111702  0.47787185  1
"
4,True,mp-995393,LiS4,Triclinic,P1,1,10,0.0,-0.612184769666665,True,2115.0784624047956,0.212291455515833,2.1989,False,False,NM,0.0002742,,,,,,,,,,,,0.007346012830761001,1.273836156666666,0.07792373333333301,1.195912423333333,"# generated using pymatgen
data_LiS4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   12.35602000
_cell_length_b   12.86585511
_cell_length_c   13.38132891
_cell_angle_alpha   95.66762429
_cell_angle_beta   92.33615182
_cell_angle_gamma   89.87000746
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiS4
_chemical_formula_sum   'Li2 S8'
_cell_volume   2115.07846240
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.35250400  0.68277400  0.52381000  1
  Li  Li1  1  0.47829500  0.51776000  0.46648600  1
  S  S2  1  0.53634600  0.70209500  0.49244000  1
  S  S3  1  0.56990100  0.63465900  0.62495800  1
  S  S4  1  0.70468700  0.54241700  0.60532400  1
  S  S5  1  0.66098600  0.41252600  0.50543400  1
  S  S6  1  0.57881700  0.30974900  0.58829300  1
  S  S7  1  0.41631000  0.30426200  0.54377600  1
  S  S8  1  0.33211700  0.43044700  0.60975900  1
  S  S9  1  0.28343400  0.51331100  0.48972100  1
"
5,False,mp-569073,LiSn,Monoclinic,P2/m,10,6,0.0,-0.325866989166666,True,122.90407935742938,5.092956930678413,0.0,False,True,NM,0.0,,,,,,,0.249,,,,,,,,,"# generated using pymatgen
data_LiSn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.13853384
_cell_length_b   5.18086578
_cell_length_c   7.84491741
_cell_angle_alpha   105.52934702
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiSn
_chemical_formula_sum   'Li3 Sn3'
_cell_volume   122.90407936
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000000  0.72932002  0.67416604  1
  Li  Li1  1  0.50000000  0.50000000  0.00000000  1
  Li  Li2  1  0.50000000  0.27067998  0.32583396  1
  Sn  Sn3  1  0.00000000  0.76494313  0.33907696  1
  Sn  Sn4  1  0.00000000  0.23505687  0.66092304  1
  Sn  Sn5  1  0.00000000  0.00000000  0.00000000  1
"
6,True,mp-1001825,LiBe,Monoclinic,P2_1/m,11,4,0.16695820083333301,0.16695820083333301,False,44.59770308016702,1.187993108073793,0.0,False,True,NM,0.0001647,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiBe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.72096700
_cell_length_b   2.25877800
_cell_length_c   5.45480548
_cell_angle_alpha   76.59505175
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBe
_chemical_formula_sum   'Li2 Be2'
_cell_volume   44.59770308
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.50955300  0.14958700  1
  Li  Li1  1  0.25000000  0.49044700  0.85041300  1
  Be  Be2  1  0.75000000  0.19328500  0.58372300  1
  Be  Be3  1  0.25000000  0.80671500  0.41627700  1
"
7,True,mp-2475638,LiBe,Monoclinic,P2_1/m,11,4,0.162175150833332,0.162175150833332,False,45.73401850841711,1.158476023387466,0.0,False,True,NM,0.0,,,,,,,22.309,,,,,,,,,"# generated using pymatgen
data_LiBe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.61277298
_cell_length_b   2.29598615
_cell_length_c   5.82984801
_cell_angle_alpha   71.03917386
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBe
_chemical_formula_sum   'Li2 Be2'
_cell_volume   45.73401851
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.58198982  0.15485774  1
  Li  Li1  1  0.25000000  0.41801018  0.84514226  1
  Be  Be2  1  0.75000000  0.18024644  0.57617164  1
  Be  Be3  1  0.25000000  0.81975356  0.42382836  1
"
8,True,mp-1103120,LiB11,Tetragonal,I-4m2,119,12,0.7487692634722221,0.6535928172916651,False,82.66617040709252,2.528226080525894,0.0,False,True,NM,0.0009569,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiB11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.75390086
_cell_length_b   4.75390086
_cell_length_c   4.75390086
_cell_angle_alpha   110.18791289
_cell_angle_beta   110.18791289
_cell_angle_gamma   108.04715304
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiB11
_chemical_formula_sum   'Li1 B11'
_cell_volume   82.66617041
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.25000000  0.50000000  1
  B  B1  1  0.68027500  0.68027500  0.00000000  1
  B  B2  1  0.31972500  0.31972500  0.00000000  1
  B  B3  1  0.29744900  0.29744900  0.59489800  1
  B  B4  1  0.70255100  0.70255100  0.40510200  1
  B  B5  1  0.70255100  0.29744900  0.00000000  1
  B  B6  1  0.29744900  0.70255100  0.00000000  1
  B  B7  1  0.12257600  0.83589300  0.28668300  1
  B  B8  1  0.54921000  0.83589300  0.71331700  1
  B  B9  1  0.16410700  0.45079000  0.28668300  1
  B  B10  1  0.16410700  0.87742400  0.71331700  1
  B  B11  1  0.00000000  0.00000000  0.00000000  1
"
9,False,mp-1057216,LiS,Tetragonal,I-4m2,119,2,0.3092487225,-0.8758943804166651,False,33.509623443692156,1.9329070331284801,0.0,False,True,NM,0.0003073,,,,,,,,,,,,,,,,"# generated using pymatgen
data_LiS
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.29883593
_cell_length_b   4.29883593
_cell_length_c   4.29883593
_cell_angle_alpha   139.26273370
_cell_angle_beta   139.26273370
_cell_angle_gamma   58.97446239
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiS
_chemical_formula_sum   'Li1 S1'
_cell_volume   33.50962344
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.50000000  0.50000000  0.00000000  1
  S  S1  1  0.75000000  0.25000000  0.50000000  1
"
